1591100388.0738657,0,0,0,2.57
1591100418.8247404,0,0,0,2.35
1591100448.0721736,0,0,0,2.23
1591100478.3219893,0,0,0,1.96
1591100508.792182,0,0,0,1.51
1591100538.1814418,0,0,0,1.29
1591100568.4459565,100,90,0,1.37
1591100598.9852567,0,0,100,5.88
1591100629.2189808,100,64,68,8.85
1591100660.0057638,0,37,44,7.49
1591100690.087952,0,5,63,8.71
1591100720.1320012,0,0,41,8.69
1591100751.00554,100,100,0,6.91
1591100781.5525193,0,100,0,4.69
1591100811.0697048,0,0,100,8.77
1591100841.4923265,100,100,60,9.22
1591100871.996994,0,43,25,7.46
1591100902.2289438,0,43,56,7.54
1591100932.2440808,0,0,25,8.27
1591100962.649339,0,0,43,7.1
1591100992.058955,100,12,39,7.5
1591101022.4799747,0,12,84,8.59
1591101052.7600594,0,0,31,9.41
1591101082.9217563,0,0,12,6.91
1591101113.6130285,0,0,0,5.21
1591101143.691798,0,0,0,3.55
1591101173.1552598,0,1,0,2.62
1591101203.5416281,0,0,0,1.95
1591101233.9105728,0,0,0,1.64
1591101264.1742182,0,0,0,1.33
1591101294.4342315,0,0,0,1.2
1591101324.713461,0,0,0,1.12
